YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question
2014,2014,NY,New York,Alcohol,Chronic liver disease mortality
2015,2015,WA,Washington,Alcohol,Alcohol use among youth
2020,2020,CT,Connecticut,Alcohol,Chronic liver disease mortality
2015,2015,AK,Alaska,Alcohol,Alcohol use among youth
2011,2011,NE,Nebraska,Alcohol,Chronic liver disease mortality
2015,2015,FL,Florida,Alcohol,Chronic liver disease mortality
2013,2013,PR,Puerto Rico,Alcohol,Alcohol use among youth
2016,2016,AZ,Arizona,Alcohol,Chronic liver disease mortality
2016,2016,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2014,2014,CT,Connecticut,Alcohol,Chronic liver disease mortality
2020,2020,SC,South Carolina,Alcohol,Alcohol use before pregnancy
2020,2020,KY,Kentucky,Alcohol,Chronic liver disease mortality
2015,2015,CO,Colorado,Alcohol,Chronic liver disease mortality
2016,2016,AR,Arkansas,Alcohol,Alcohol use before pregnancy
2015,2015,IA,Iowa,Alcohol,Alcohol use among youth
2019,2019,KS,Kansas,Alcohol,Binge drinking prevalence among youth
2016,2016,NE,Nebraska,Alcohol,Alcohol use before pregnancy
2018,2018,NE,Nebraska,Alcohol,Chronic liver disease mortality
2015,2015,AK,Alaska,Alcohol,Chronic liver disease mortality
2019,2019,IN,Indiana,Alcohol,Binge drinking prevalence among youth
2017,2017,ID,Idaho,Alcohol,Chronic liver disease mortality
2015,2015,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2020,2020,MO,Missouri,Alcohol,Chronic liver disease mortality
2017,2017,DE,Delaware,Alcohol,Binge drinking prevalence among youth
2016,2016,LA,Louisiana,Alcohol,Chronic liver disease mortality
2016,2016,UT,Utah,Alcohol,Alcohol use before pregnancy
2020,2020,CT,Connecticut,Alcohol,Chronic liver disease mortality
2016,2016,ME,Maine,Alcohol,Alcohol use before pregnancy
2017,2017,DE,Delaware,Alcohol,Alcohol use among youth
2018,2018,CO,Colorado,Alcohol,Chronic liver disease mortality
2014,2014,LA,Louisiana,Alcohol,Chronic liver disease mortality
2012,2012,GA,Georgia,Alcohol,Chronic liver disease mortality
2014,2014,OH,Ohio,Alcohol,Alcohol use before pregnancy
2018,2018,IA,Iowa,Alcohol,Chronic liver disease mortality
2015,2015,MS,Mississippi,Alcohol,Chronic liver disease mortality
2017,2017,WY,Wyoming,Alcohol,Alcohol use among youth
2016,2016,IN,Indiana,Alcohol,Chronic liver disease mortality
2014,2014,WA,Washington,Alcohol,Alcohol use before pregnancy
2011,2011,ME,Maine,Alcohol,Chronic liver disease mortality
2014,2014,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2015,2015,DE,Delaware,Alcohol,Chronic liver disease mortality
2019,2019,ME,Maine,Alcohol,Chronic liver disease mortality
2015,2015,MN,Minnesota,Alcohol,Chronic liver disease mortality
2018,2018,NC,North Carolina,Alcohol,Alcohol use before pregnancy
2017,2017,LA,Louisiana,Alcohol,Alcohol use before pregnancy
2011,2011,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2016,2016,NY,New York,Alcohol,Chronic liver disease mortality
2010,2010,NE,Nebraska,Alcohol,Chronic liver disease mortality
2020,2020,NC,North Carolina,Alcohol,Chronic liver disease mortality
2018,2018,CO,Colorado,Alcohol,Chronic liver disease mortality
2015,2015,MT,Montana,Alcohol,Alcohol use among youth
2014,2014,CA,California,Alcohol,Chronic liver disease mortality
2016,2016,LA,Louisiana,Alcohol,Chronic liver disease mortality
2017,2017,IA,Iowa,Alcohol,Chronic liver disease mortality
2017,2017,ND,North Dakota,Alcohol,Alcohol use among youth
2016,2016,NE,Nebraska,Alcohol,Chronic liver disease mortality
2010,2010,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2012,2012,NV,Nevada,Alcohol,Chronic liver disease mortality
2012,2012,MD,Maryland,Alcohol,Alcohol use before pregnancy
2015,2015,AZ,Arizona,Alcohol,Chronic liver disease mortality
2019,2019,TX,Texas,Alcohol,Alcohol use among youth
2018,2018,ND,North Dakota,Alcohol,Chronic liver disease mortality
2012,2012,VA,Virginia,Alcohol,Alcohol use before pregnancy
2019,2019,CA,California,Alcohol,Alcohol use among youth
2010,2010,HI,Hawaii,Alcohol,Chronic liver disease mortality
2013,2013,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2018,2018,ND,North Dakota,Alcohol,Chronic liver disease mortality
2015,2015,NY,New York,Alcohol,Alcohol use before pregnancy
2017,2017,AL,Alabama,Alcohol,Binge drinking prevalence among youth
2012,2012,FL,Florida,Alcohol,Chronic liver disease mortality
2014,2014,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2017,2017,CT,Connecticut,Alcohol,Alcohol use among youth
2020,2020,DE,Delaware,Alcohol,Chronic liver disease mortality
2019,2019,CT,Connecticut,Alcohol,Alcohol use before pregnancy
2017,2017,RI,Rhode Island,Alcohol,Alcohol use before pregnancy
2012,2012,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,AR,Arkansas,Alcohol,Chronic liver disease mortality
2012,2012,ID,Idaho,Alcohol,Chronic liver disease mortality
2011,2011,OR,Oregon,Alcohol,Chronic liver disease mortality
2011,2011,IA,Iowa,Alcohol,Chronic liver disease mortality
2019,2019,HI,Hawaii,Alcohol,Chronic liver disease mortality
2019,2019,NV,Nevada,Alcohol,Binge drinking prevalence among youth
2010,2010,MT,Montana,Alcohol,Chronic liver disease mortality
2017,2017,CT,Connecticut,Alcohol,Binge drinking prevalence among youth
2017,2017,ND,North Dakota,Alcohol,Chronic liver disease mortality
2016,2016,NV,Nevada,Alcohol,Chronic liver disease mortality
2012,2012,KY,Kentucky,Alcohol,Chronic liver disease mortality
2014,2014,MO,Missouri,Alcohol,Alcohol use before pregnancy
2014,2014,MN,Minnesota,Alcohol,Chronic liver disease mortality
2015,2015,CT,Connecticut,Alcohol,Chronic liver disease mortality
2018,2018,IL,Illinois,Alcohol,Alcohol use before pregnancy
2019,2019,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2015,2015,AK,Alaska,Alcohol,Chronic liver disease mortality
2017,2017,HI,Hawaii,Alcohol,Chronic liver disease mortality
2010,2010,AZ,Arizona,Alcohol,Chronic liver disease mortality
2012,2012,CO,Colorado,Alcohol,Chronic liver disease mortality
2014,2014,NV,Nevada,Alcohol,Chronic liver disease mortality
2013,2013,PA,Pennsylvania,Alcohol,Alcohol use among youth
2017,2017,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2020,2020,NV,Nevada,Alcohol,Chronic liver disease mortality
2016,2016,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2020,2020,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2015,2015,IL,Illinois,Alcohol,Chronic liver disease mortality
2016,2016,CT,Connecticut,Alcohol,Alcohol use before pregnancy
2010,2010,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2015,2015,ID,Idaho,Alcohol,Alcohol use among youth
2016,2016,DE,Delaware,Alcohol,Chronic liver disease mortality
2017,2017,OH,Ohio,Alcohol,Alcohol use among youth
2015,2015,AL,Alabama,Alcohol,Alcohol use among youth
2017,2017,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2015,2015,IL,Illinois,Alcohol,Chronic liver disease mortality
2016,2016,MD,Maryland,Alcohol,Chronic liver disease mortality
2011,2011,MI,Michigan,Alcohol,Chronic liver disease mortality
2017,2017,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2016,2016,AR,Arkansas,Alcohol,Chronic liver disease mortality
2013,2013,IL,Illinois,Alcohol,Alcohol use among youth
2019,2019,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2019,2019,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2016,2016,MT,Montana,Alcohol,Chronic liver disease mortality
2019,2019,NY,New York,Alcohol,Alcohol use before pregnancy
2018,2018,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2016,2016,HI,Hawaii,Alcohol,Chronic liver disease mortality
2014,2014,RI,Rhode Island,Alcohol,Alcohol use before pregnancy
2018,2018,AL,Alabama,Alcohol,Chronic liver disease mortality
2019,2019,AR,Arkansas,Alcohol,Alcohol use among youth
2013,2013,IA,Iowa,Alcohol,Chronic liver disease mortality
2016,2016,AL,Alabama,Alcohol,Chronic liver disease mortality
2014,2014,NM,New Mexico,Alcohol,Chronic liver disease mortality
2019,2019,AZ,Arizona,Alcohol,Chronic liver disease mortality
2020,2020,MD,Maryland,Alcohol,Alcohol use before pregnancy
2015,2015,OR,Oregon,Alcohol,Chronic liver disease mortality
2011,2011,IA,Iowa,Alcohol,Chronic liver disease mortality
2010,2010,AZ,Arizona,Alcohol,Chronic liver disease mortality
2020,2020,OR,Oregon,Alcohol,Chronic liver disease mortality
2015,2015,UT,Utah,Alcohol,Alcohol use among youth
2013,2013,GA,Georgia,Alcohol,Alcohol use among youth
2012,2012,CT,Connecticut,Alcohol,Chronic liver disease mortality
2018,2018,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2015,2015,IN,Indiana,Alcohol,Chronic liver disease mortality
2015,2015,NE,Nebraska,Alcohol,Alcohol use among youth
2019,2019,DC,District of Columbia,Alcohol,Binge drinking prevalence among youth
2019,2019,MA,Massachusetts,Alcohol,Alcohol use among youth
2011,2011,MT,Montana,Alcohol,Chronic liver disease mortality
2013,2013,WY,Wyoming,Alcohol,Binge drinking prevalence among youth
2016,2016,IN,Indiana,Alcohol,Chronic liver disease mortality
2019,2019,WI,Wisconsin,Alcohol,Alcohol use among youth
2019,2019,CT,Connecticut,Alcohol,Chronic liver disease mortality
2010,2010,DE,Delaware,Alcohol,Chronic liver disease mortality
2017,2017,UT,Utah,Alcohol,Binge drinking prevalence among youth
2019,2019,AK,Alaska,Alcohol,Chronic liver disease mortality
2014,2014,NV,Nevada,Alcohol,Chronic liver disease mortality
2015,2015,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2018,2018,AL,Alabama,Alcohol,Chronic liver disease mortality
2019,2019,NM,New Mexico,Alcohol,Chronic liver disease mortality
2012,2012,AR,Arkansas,Alcohol,Chronic liver disease mortality
2016,2016,MI,Michigan,Alcohol,Chronic liver disease mortality
2020,2020,US,United States,Alcohol,Alcohol use before pregnancy
2016,2016,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2013,2013,WV,West Virginia,Alcohol,Alcohol use among youth
2013,2013,DE,Delaware,Alcohol,Chronic liver disease mortality
2018,2018,SD,South Dakota,Alcohol,Alcohol use before pregnancy
2016,2016,AZ,Arizona,Alcohol,Alcohol use before pregnancy
2014,2014,NY,New York,Alcohol,Local authority to regulate alcohol outlet density
2013,2013,OH,Ohio,Alcohol,Chronic liver disease mortality
2011,2011,MN,Minnesota,Alcohol,Chronic liver disease mortality
2019,2019,FL,Florida,Alcohol,Chronic liver disease mortality
2017,2017,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2019,2019,CO,Colorado,Alcohol,Binge drinking prevalence among youth
2011,2011,NC,North Carolina,Alcohol,Chronic liver disease mortality
2018,2018,MD,Maryland,Alcohol,Chronic liver disease mortality
2017,2017,AL,Alabama,Alcohol,Chronic liver disease mortality
2019,2019,MO,Missouri,Alcohol,Chronic liver disease mortality
2017,2017,IN,Indiana,Alcohol,Chronic liver disease mortality
2017,2017,NM,New Mexico,Alcohol,Chronic liver disease mortality
2011,2011,MO,Missouri,Alcohol,Chronic liver disease mortality
2010,2010,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2015,2015,ME,Maine,Alcohol,Chronic liver disease mortality
2015,2015,KS,Kansas,Alcohol,Chronic liver disease mortality
2019,2019,DE,Delaware,Alcohol,Chronic liver disease mortality
2015,2015,AR,Arkansas,Alcohol,Alcohol use among youth
2019,2019,AK,Alaska,Alcohol,Binge drinking prevalence among youth
2019,2019,WA,Washington,Alcohol,Alcohol use among youth
2019,2019,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2017,2017,CA,California,Alcohol,Chronic liver disease mortality
2016,2016,MD,Maryland,Alcohol,Alcohol use before pregnancy
2013,2013,RI,Rhode Island,Alcohol,Alcohol use before pregnancy
2016,2016,NC,North Carolina,Alcohol,Chronic liver disease mortality
2017,2017,OH,Ohio,Alcohol,Chronic liver disease mortality
2016,2016,MI,Michigan,Alcohol,Chronic liver disease mortality
2011,2011,HI,Hawaii,Alcohol,Chronic liver disease mortality
2017,2017,MO,Missouri,Alcohol,Chronic liver disease mortality
2013,2013,AK,Alaska,Alcohol,Chronic liver disease mortality
2017,2017,AK,Alaska,Alcohol,Alcohol use before pregnancy
2013,2013,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2010,2010,LA,Louisiana,Alcohol,Chronic liver disease mortality
2014,2014,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2014,2014,MS,Mississippi,Alcohol,Chronic liver disease mortality
2011,2011,NE,Nebraska,Alcohol,Chronic liver disease mortality
2016,2016,MO,Missouri,Alcohol,Chronic liver disease mortality
2017,2017,US,United States,Alcohol,Binge drinking prevalence among youth
2019,2019,MI,Michigan,Alcohol,Chronic liver disease mortality
2018,2018,AK,Alaska,Alcohol,Chronic liver disease mortality
2013,2013,KY,Kentucky,Alcohol,Binge drinking prevalence among youth
2019,2019,CT,Connecticut,Alcohol,Chronic liver disease mortality
2012,2012,PR,Puerto Rico,Alcohol,Local authority to regulate alcohol outlet density
2015,2015,NM,New Mexico,Alcohol,Chronic liver disease mortality
2019,2019,GA,Georgia,Alcohol,Alcohol use among youth
2017,2017,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2018,2018,MT,Montana,Alcohol,Chronic liver disease mortality
2019,2019,MN,Minnesota,Alcohol,Binge drinking prevalence among youth
2011,2011,IL,Illinois,Alcohol,Chronic liver disease mortality
2013,2013,MD,Maryland,Alcohol,Chronic liver disease mortality
2012,2012,OR,Oregon,Alcohol,Chronic liver disease mortality
2012,2012,AL,Alabama,Alcohol,Chronic liver disease mortality
2019,2019,NE,Nebraska,Alcohol,Alcohol use among youth
2016,2016,GA,Georgia,Alcohol,Chronic liver disease mortality
2013,2013,MN,Minnesota,Alcohol,Alcohol use among youth
2011,2011,MT,Montana,Alcohol,Chronic liver disease mortality
2019,2019,DC,District of Columbia,Alcohol,Alcohol use before pregnancy
2011,2011,OR,Oregon,Alcohol,Chronic liver disease mortality
2013,2013,OR,Oregon,Alcohol,Alcohol use among youth
2016,2016,TX,Texas,Alcohol,Alcohol use before pregnancy
2017,2017,MI,Michigan,Alcohol,Chronic liver disease mortality
2012,2012,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2017,2017,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2019,2019,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2015,2015,ME,Maine,Alcohol,Chronic liver disease mortality
2012,2012,CA,California,Alcohol,Chronic liver disease mortality
2019,2019,CA,California,Alcohol,Chronic liver disease mortality
2017,2017,WI,Wisconsin,Alcohol,Binge drinking prevalence among youth
2017,2017,MS,Mississippi,Alcohol,Alcohol use among youth
2017,2017,CO,Colorado,Alcohol,Alcohol use among youth
2010,2010,CT,Connecticut,Alcohol,Chronic liver disease mortality
2012,2012,NE,Nebraska,Alcohol,Alcohol use before pregnancy
2019,2019,HI,Hawaii,Alcohol,Alcohol use among youth
2019,2019,CT,Connecticut,Alcohol,Alcohol use before pregnancy
2010,2010,HI,Hawaii,Alcohol,Chronic liver disease mortality
2013,2013,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2015,2015,UT,Utah,Alcohol,Alcohol use among youth
2015,2015,IA,Iowa,Alcohol,Alcohol use before pregnancy
2020,2020,IL,Illinois,Alcohol,Chronic liver disease mortality
2017,2017,DE,Delaware,Alcohol,Chronic liver disease mortality
2013,2013,AK,Alaska,Alcohol,Chronic liver disease mortality
2017,2017,NM,New Mexico,Alcohol,Binge drinking prevalence among youth
2016,2016,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2018,2018,AL,Alabama,Alcohol,Alcohol use before pregnancy
2011,2011,AZ,Arizona,Alcohol,Chronic liver disease mortality
2020,2020,IN,Indiana,Alcohol,Chronic liver disease mortality
2015,2015,AZ,Arizona,Alcohol,Chronic liver disease mortality
2020,2020,AL,Alabama,Alcohol,Chronic liver disease mortality
2015,2015,FL,Florida,Alcohol,Binge drinking prevalence among youth
2020,2020,PR,Puerto Rico,Alcohol,Alcohol use before pregnancy
2015,2015,AK,Alaska,Alcohol,Alcohol use before pregnancy
2017,2017,IA,Iowa,Alcohol,Alcohol use before pregnancy
2017,2017,NC,North Carolina,Alcohol,Alcohol use before pregnancy
2014,2014,MT,Montana,Alcohol,Chronic liver disease mortality
2020,2020,MN,Minnesota,Alcohol,Chronic liver disease mortality
2016,2016,FL,Florida,Alcohol,Chronic liver disease mortality
2019,2019,MO,Missouri,Alcohol,Chronic liver disease mortality
2013,2013,MA,Massachusetts,Alcohol,Alcohol use among youth
2017,2017,OR,Oregon,Alcohol,Chronic liver disease mortality
2012,2012,NC,North Carolina,Alcohol,Local authority to regulate alcohol outlet density
2016,2016,GA,Georgia,Alcohol,Chronic liver disease mortality
2019,2019,MI,Michigan,Alcohol,Binge drinking prevalence among youth
2013,2013,CO,Colorado,Alcohol,Binge drinking prevalence among youth
2017,2017,ME,Maine,Alcohol,Chronic liver disease mortality
2019,2019,NC,North Carolina,Alcohol,Alcohol use before pregnancy
2010,2010,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2011,2011,CA,California,Alcohol,Chronic liver disease mortality
2017,2017,MI,Michigan,Alcohol,Chronic liver disease mortality
2020,2020,MN,Minnesota,Alcohol,Alcohol use before pregnancy
2019,2019,TN,Tennessee,Alcohol,Alcohol use before pregnancy
2017,2017,KY,Kentucky,Alcohol,Chronic liver disease mortality
2019,2019,ID,Idaho,Alcohol,Chronic liver disease mortality
2011,2011,AK,Alaska,Alcohol,Chronic liver disease mortality
2016,2016,NE,Nebraska,Alcohol,Chronic liver disease mortality
2015,2015,TN,Tennessee,Alcohol,Alcohol use among youth
2019,2019,CO,Colorado,Alcohol,Alcohol use among youth
2015,2015,HI,Hawaii,Alcohol,Chronic liver disease mortality
2017,2017,AL,Alabama,Alcohol,Chronic liver disease mortality
2017,2017,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2016,2016,DE,Delaware,Alcohol,Alcohol use before pregnancy
2012,2012,NM,New Mexico,Alcohol,Chronic liver disease mortality
2017,2017,MN,Minnesota,Alcohol,Chronic liver disease mortality
2013,2013,MO,Missouri,Alcohol,Alcohol use among youth
2012,2012,NV,Nevada,Alcohol,Chronic liver disease mortality
2017,2017,ND,North Dakota,Alcohol,Chronic liver disease mortality
2014,2014,MN,Minnesota,Alcohol,Chronic liver disease mortality
2014,2014,CO,Colorado,Alcohol,Chronic liver disease mortality
2019,2019,NE,Nebraska,Alcohol,Chronic liver disease mortality
2019,2019,NM,New Mexico,Alcohol,Chronic liver disease mortality
2017,2017,AR,Arkansas,Alcohol,Chronic liver disease mortality
2019,2019,RI,Rhode Island,Alcohol,Binge drinking prevalence among youth
2020,2020,MT,Montana,Alcohol,Chronic liver disease mortality
2014,2014,GA,Georgia,Alcohol,Chronic liver disease mortality
2013,2013,MN,Minnesota,Alcohol,Chronic liver disease mortality
2016,2016,LA,Louisiana,Alcohol,Alcohol use before pregnancy
2013,2013,OR,Oregon,Alcohol,Chronic liver disease mortality
2017,2017,OH,Ohio,Alcohol,Binge drinking prevalence among youth
2016,2016,MT,Montana,Alcohol,Chronic liver disease mortality
2017,2017,CA,California,Alcohol,Binge drinking prevalence among youth
